PhenID	StudyID	DataSetID	DataSet Name	PhenName	PhenDescription					PhenNorm	Theme	ThemePCN	ThemeCUI	ThemeSTT	TopicPCN	Topic CUI	Topic STT	SOI	SOI CUIs	SOI STT	Category
phv00125043.v1 	 phs000286.v3.p1 	 pht001931.v1 	 AFUA2 	 AFUA23 	 23. Are you able to do heavy work around the house without help? 	 encoded 	 NONE 	 NONE 	 NONE 	 23  are you able to do heavy work around the house without help 	 NULL 	 NULL 	 NULL 	 NULL 	 able (finding) 	 C1299581 	 fndg 	 study subject 	 C0681850 	 grup	
phv00069976.v2 	 phs000007.v18.p7 	 pht000680.v3 	 ffreq1_5s 	 COKE 	" FFQ: COKE, PEPSI, OTHER COLA W/SUGAR "	 NONE 	 NONE 	 NONE 	 NONE 	 food frequency questionnaire  coke  pepsi  other cola w/sugar 	 NULL 	 NULL 	 NULL 	 NULL 	 sugar - food;cocaine;others;cola flavor;cola 	 C0444615;C0009170;C1955473;C1337205;C1623185 	" food;hops,orch,phsu;fndg;food;phsu "	 study subject 	 C0681850 	 grup	Medication Patient;Substance Use History;Eating or Nutritional Finding
phv00094558.v1 	 phs000280.v1.p1 	 pht001334.v1 	 ARIC_CARE_HOMV1C1 	 HOM55 	 CURRENT OCCUPATIONAL STATUS       Q55 	 encoded 	 NONE 	 NONE 	 NONE 	 current occupational status q55 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00100179.v1 	 phs000287.v2.p1 	 pht001451.v1 	 BASE2 	 LOAF25 	" HAMBURGERS, CHEESEBURGERS, MEAT LOAF "	 encoded 	 NONE 	 NONE 	 NONE 	 hamburgers  cheeseburgers  meat loaf 	 NULL 	 NULL 	 NULL 	 NULL 	 meat;meat flavor 	 C0025017;C2347088 	 food;food 	 study subject 	 C0681850 	 grup	Eating or Nutritional Finding
phv00116496.v2 	 phs000285.v2.p2 	 pht001706.v2 	 D1DEXA 	 DDXNBMD 	 HIP: NECK BMD 	 decimal 	 NONE 	0.62	1.565	 hip  neck bone mineral density 	 NULL 	 NULL 	 NULL 	 NULL 	 bone density;bone mineral density test 	 C0005938;C0177804 	 clna;diap 	 study subject 	 C0681850 	 grup	Diagnostic Procedure
phv00127947.v1 	 phs000286.v3.p1 	 pht001964.v1 	 MSRA 	 MSRA34C 	" 34c: Pills taking per week, on average? "	 integer 	 NONE 	0	42	 34 c  pills taking per week  on average 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00007427.v1 	 phs000007.v18.p7 	 pht000029.v3 	 ex0_27s 	 FT397 	 SUDDEN MUSCULAR WEAKNESS IN INTERIM 	 NONE 	 NONE 	 NONE 	 NONE 	 sudden muscular weakness in interim 	 NULL 	 NULL 	 NULL 	 NULL 	 muscle weakness 	 C0151786 	 fndg 	 study subject 	 C0681850 	 grup	Medical History
phv00051173.v1 	 phs000086.v2.p1 	 pht000344.v1 	 EDIC_f0914 	 IAC5TES1 	 C5. Cerebrovascular accident. Diagnostic tests performed: test 1 	 str18 	 NONE 	 NONE 	 NONE 	 c5  cerebrovascular accident  diagnostic tests performed  test 1 	 NULL 	 NULL 	 NULL 	 NULL 	 cerebrovascular accident;diagnostic tests;laboratory procedures 	 C0038454;C0086143;C0022885 	 dsyn;diap;lbpr 	 study subject 	 C0681850 	 grup	Lab Tests Patient;Diagnostic Procedure;Medical History
phv00094153.v1 	 phs000280.v1.p1 	 pht001324.v1 	 ARIC_CARE_GW000605A 	 ACRfinal 	 Visit 4 urine albumin-to-creatinine ratio 	 decimal 	 NONE 	0.247525	9555.357	 visit 4 urine albumin to creatinine ratio 	 NULL 	 NULL 	 NULL 	 NULL 	 urine albumin tests;health care visit;creatinine finding 	 C0042038;C1512346;C1561535 	 lbpr;inbe;fndg 	 study subject 	 C0681850 	 grup	Lab Tests Patient;Healthcare Encounter
phv00156661.v2 	 phs000007.v18.p7 	 pht002144.v2 	 l_opg_2005_m_0462s 	 blcor2 	 Osteoprotegerin baseline corrected OD reading for second well 	" decimal, encoded "	 NONE 	0.017	2.741	 osteoprotegerin baseline corrected od reading for second well 	 NULL 	 NULL 	 NULL 	 NULL 	 osteoprotegerin test;osteochondritis dissecans;reading (activity);reading (datum presentation) 	 C1262886;C0029421;C0034754;C1705179 	 lbpr;dsyn;dora;fndg 	 study subject 	 C0681850 	 grup	Lab Tests Patient;Daily or Recreational Activity
phv00162425.v2 	 phs000007.v18.p7 	 pht002350.v2 	 vr_ffreq_ex08_1_0615s 	 NUT_PANTWO 	 Derived field: Nutrient value - Pantothenic Acid without supplements 	" decimal, encoded "	 mg 	1.23	83.08	 derived field  nutrient value pantothenic acid without supplements 	 NULL 	 NULL 	 NULL 	 NULL 	 nutrients;pantothenic acid;blood pantothenic acid analysis;vitamin b5 measurement;dietary supplements 	 C0678695;C0030342;C0696237;C2700255;C0242295 	" food;orch,phsu,vita;lbpr;lbpr;food "	 study subject 	 C0681850 	 grup	Medication Patient;Lab Tests Patient;Eating or Nutritional Finding
phv00122703.v1 	 phs000284.v1.p1 	 pht001902.v1 	 CFS_CARe_Subject_Phenotypes 	 RFPP 	 SF-36 Role-Physical (0-100) (rp) 	 encoded 	 NONE 	 NONE 	 NONE 	 sf36  role physical  0100   retropharyngeal 	 NULL 	 NULL 	 NULL 	 NULL 	 physical examination;physical assessment findings 	 C0031809;C1509143 	 hlca;fndg 	 study subject 	 C0681850 	 grup	
phv00098133.v1 	 phs000280.v1.p1 	 pht001410.v1 	 ARIC_CARE_UDTBV2C1 	 UDTBDC03 	 DCDC3 	 decimal 	 NONE 	0.01	1.129999	 dcdc3 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00023139.v1 	 phs000007.v18.p7 	 pht000138.v3 	 ank0_23s 	 R_AN_REP 	 REPEAT SYSTOLIC BLOOD PRESSURE MEASUREMENT BY DOPPLER IN RIGHT ANKLE 	 NONE 	 NONE 	 NONE 	 NONE 	 repeat systolic blood pressure measurement by doppler in right ankle 	 NULL 	 NULL 	 NULL 	 NULL 	 systolic blood pressure measurement;doppler studies 	 C1306620;C0554756 	 diap;diap 	 study subject 	 C0681850 	 grup	Clinical Attributes
phv00093111.v1 	 phs000280.v1.p1 	 pht001311.v1 	 ARIC_CARE_DTICV3C1 	 DTIC80A 	 BRAND OF BREAKFAST CEREAL         Q80A 	 string 	 NONE 	 NONE 	 NONE 	 brand of breakfast cereal q80 a 	 NULL 	 NULL 	 NULL 	 NULL 	 3-bromoacetoxyandrostan-17-one;breakfast cereal 	 C0645690;C0452557 	" phsu,strd;food "	 study subject 	 C0681850 	 grup	Medication Patient;Eating or Nutritional Finding
phv00036316.v2 	 phs000007.v18.p7 	 pht000295.v3 	 mcarpel_98s 	 CRT_A4 	" CORTICAL AREA, % = [((D_OUTER)  2-(D_ENDO)  2)/(D_OUTER)  2] 100% [M4-METACARPAL 4] "	 NONE 	 NONE 	 NONE 	 NONE 	 cortical area  % =    d_outer  2 d_endo  2 / d_outer  2  100 %  m4 metacarpal 4 	 NULL 	 NULL 	 NULL 	 NULL 	" d-d mixture;endometriosis, site unspecified "	 C0112081;C0014175 	" hops,orch;dsyn "	 study subject 	 C0681850 	 grup	Substance Use History;Medical History
phv00165538.v1 	 phs000095.v2.p1 	 pht002546.v1 	 MARAZITA_USCohort_DentalCariesPhenotypeDS 	 Brushfreq 	 Tooth brushing frequency. 	" integer, encoded "	 NONE 	2	5	 tooth brushing frequency 	 NULL 	 NULL 	 NULL 	 NULL 	 toothbrushing 	 C0040461 	 topp 	 study subject 	 C0681850 	 grup	Therapeutic or Preventive Procedure
phv00142934.v3 	 phs000209.v10.p2 	 pht002100.v3 	 MESA_AncilMesaLungExam1CT 	 LC_k_int 	" LEFT LUNG, CORE: THE INTERCEPT OF THE LINE AT THE KNEE "	 Numeric 	 NONE 	 NONE 	 NONE 	 left lung  core  the intercept of the line at the knee 	 NULL 	 NULL 	 NULL 	 NULL 	 intercept 	 C0598981 	" orch,phsu "	 study subject 	 C0681850 	 grup	Medication Patient
phv00127665.v1 	 phs000286.v3.p1 	 pht001962.v1 	 MEDCODES 	 gpicode 	 Msragpicode 	 string 	 NONE 	 NONE 	 NONE 	 msragpicode 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00154876.v2 	 phs000335.v2.p2 	 pht002117.v2 	 LHS_COPD_Phenotypes 	 A5SLOP3A 	 A5. Methacholine Abs chg in FEV1 vs. log10(conc+1) 	 decimal 	 NONE 	-3.986	0.16	 a5  methacholine abs chg in fev1 vital signs  log10 conc+1 	 NULL 	 NULL 	 NULL 	 NULL 	 methacholine;forced expiratory volume in 1 second finding;taking vital signs;vital signs;volume^at 1.0 s post forced expiration:volume:point in time:respiratory system:quantitative;pulmonary function test/forced expiratory volume 1 	 C0600370;C0429706;C0150404;C0518766;C0802965;C0849974 	" irda,orch,phsu;fndg;hlca;fndg;clna;diap "	 study subject 	 C0681850 	 grup	Medication Patient;Clinical Attributes;Medical History
phv00057621.v1 	 phs000007.v18.p7 	 pht000397.v2 	 sleep1_2003s 	 avdnba5 	 Average desaturation in NREM (Back position) 5% desaturation or arousal 	 NONE 	 NONE 	 NONE 	 NONE 	 average desaturation in non-rapid eye movement  back position  5% desaturation or arousal 	 NULL 	 NULL 	 NULL 	 NULL 	 arousal 	 C0003808 	 menp 	 study subject 	 C0681850 	 grup	Mental or Emotional Finding
phv00123367.v1 	 phs000284.v1.p1 	 pht001902.v1 	 CFS_CARe_Subject_Phenotypes 	 BLEGSNO 	 81 How many brothers with Restless Legs 	 encoded 	 NONE 	 NONE 	 NONE 	 81 how many brothers with restless legs 	 NULL 	 NULL 	 NULL 	 NULL 	 restless legs syndrome 	 C0035258 	 dsyn 	 brothers 	 C0337527 	 famg	Medical History Family
phv00017047.v1 	 phs000017.v3.p1 	 pht000058.v1 	 EA_DIGS4_Data 	 V119 	 B1. Overweight Yes/No.  (Participants with European ancestry). DIGS4 	 NONE 	 NONE 	 NONE 	 NONE 	 b1  overweight yes/no   participants with european ancestry   diagnostic interview for genetic studies 	 Ethnicity 	 ethnic european 	 C0239307 	 popg 	 overweight;diagnosis;genetic study 	 C0497406;C0011900;C2827447 	 sosy;fndg;resa 	 participant 	 C0679646 	 popg	Demographics Patient;Clinical Attributes;Research Attributes;Medical History
phv00015175.v1 	 phs000017.v3.p1 	 pht000057.v1 	 EA_DIGS3_Data 	 CURRENT_DEP_MOST_SEVERE 	" F5. Current Dep Most Severe, (Participants with European ancestry). DIGS3 "	 NONE 	 NONE 	 NONE 	 NONE 	 f5  current dep most severe   participants with european ancestry   digs3 	 Ethnicity 	 ethnic european 	 C0239307 	 popg 	 1-(2-(dodecyloxy)ethyl)pyrrolidine hydrochloride 	 C0057472 	" orch,phsu "	 participant 	 C0679646 	 popg	Demographics Patient;Medication Patient
phv00111838.v3 	 phs000200.v8.p2 	 pht001517.v3 	 f60_item_rel1 	 MLKCERL 	" Item #95: Milk on cereal (cold and cooked), med serv/day "	 decimal 	 servings 	0	3	 item  number95  milk on cereal  cold and cooked   med serv/day 	 NULL 	 NULL 	 NULL 	 NULL 	 cow milk;milk - dietary;cereals;common cold;cold sensation;cooking (activity) 	 C0349374;C2825079;C0007757;C0009443;C0234192;C0335326 	 food;food;food;dsyn;phsf;dora 	 study subject 	 C0681850 	 grup	Eating or Nutritional Finding;Daily or Recreational Activity
phv00011314.v2 	 phs000016.v2.p2 	 pht000052.v2 	 PACS 	 iret 	 Activity level and inattentive behaviour - reading - usual talkativeness - PACS section 2.2 	 smallint(6) 	 NONE 	 NONE 	 NONE 	 activity level and inattentive behaviour reading usual talkativeness picture archiving and communication system section 2 2 	 NULL 	 NULL 	 NULL 	 NULL 	 activity level;cognitive function: distractibility;behavior;behavior:-:point in time:^patient:-;reading (activity);reading (datum presentation);talkativeness;division (surgical procedure) 	 C0683317;C0233415;C0004927;C2707008;C0034754;C1705179;C0859023;C1293097 	 fndg;fndg;inbe;clna;dora;fndg;mobd;topp 	 study subject 	 C0681850 	 grup	Therapeutic or Preventive Procedure;Daily or Recreational Activity
phv00143505.v3 	 phs000209.v10.p2 	 pht002100.v3 	 MESA_AncilMesaLungExam1CT 	 RC_be_890 	" RIGHT LUNG, CORE: NUMBER VOXELS BELOW OR EQUAL TO -890 HOUNSFIELD UNITS "	 Numeric 	 HU 	 NONE 	 NONE 	 right lung  core  number voxels below or equal to 890  hounsfield units 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00049658.v1 	 phs000086.v2.p1 	 pht000330.v1 	 EDIC_f0302 	 CO4MLE 	 C2. Total numbers of letters read correctly at 4 meters - left eye 	 byte 	 Letters read correctly 	 NONE 	 NONE 	 c2  total numbers of letters read correctly at 4 meters left eye 	 NULL 	 NULL 	 NULL 	 NULL 	 reading (activity) 	 C0034754 	 dora 	 study subject 	 C0681850 	 grup	Daily or Recreational Activity
phv00065988.v1 	 phs000086.v2.p1 	 pht000625.v1 	 EDIC_f0705 	 GOB5E 	" B5e. Health insurance coverage. If you currently have health insurance, does it provide coverage for blood glucose testing strips "	 byte 	 NONE 	 NONE 	 NONE 	 b5 e  health insurance coverage  if you currently have health insurance  does it provide coverage for blood glucose testing strips 	 NULL 	 NULL 	 NULL 	 NULL 	 health insurance;provide (product) 	 C0021682;C0359589 	 hlca;food 	 study subject 	 C0681850 	 grup	Eating or Nutritional Finding
phv00170900.v1 	 phs000200.v8.p2 	 pht002775.v1 	 WHISE_Subject_Phenotypes 	 diabetic_retinopathy_level_r 	 Diabetic Retinopathy Level: Right eye 	 encoded value 	 NONE 	 NONE 	 NONE 	 diabetic retinopathy level  right eye 	 NULL 	 NULL 	 NULL 	 NULL 	 diabetic retinopathy;level 	 C0011884;C2946261 	 dsyn;phsu 	 study subject 	 C0681850 	 grup	Medication Patient;Medical History
phv00066339.v1 	 phs000140.v1.p1 	 pht000630.v1 	 T2D_Case_Data 	 Age 	 Age at recruitment 	 continuous integer 	 Years 	 NONE 	 NONE 	 age at recruitment 	 Age 	 age 	 C0001779 	 orga 	 auditory recruitment 	 C0271510 	 dsyn 	 study subject 	 C0681850 	 grup	Demographics Patient;Medical History
phv00082218.v1 	 phs000219.v1.p1 	 pht001095.v1 	 d_neurexm_trans 	 NEUEV_RILO 	 Neurological examination: Limb rigidity - Other 	 Encoded value 	 NONE 	 NONE 	 NONE 	 neurological examination  limb rigidity other 	 NULL 	 NULL 	 NULL 	 NULL 	 neurologic examination;limb rigidity 	 C0027853;C0858572 	 diap;sosy 	 study subject 	 C0681850 	 grup	Diagnostic Procedure;Medical History
phv00029209.v1 	 phs000086.v2.p1 	 pht000242.v1 	 DCCT_f003cmb2 	 OCHIBLP 	 Blood pressure meets definition of hypertension. 	 byte 	 NONE 	 NONE 	 NONE 	 blood pressure meets definition of hypertension 	 NULL 	 NULL 	 NULL 	 NULL 	 blood pressure;blood pressure finding;systemic arterial pressure;hypertensive disease;hypertension adverse event 	 C0005823;C1271104;C1272641;C0020538;C1963138 	 orgf;fndg;fndg;dsyn;fndg 	 study subject 	 C0681850 	 grup	Clinical Attributes;Medical History
phv00052183.v1 	 phs000017.v3.p1 	 pht000367.v1 	 GAIN_AA_DIGS4 	 V381 	" E6 Dexedrine, (African American participants). DIGS4 "	 NONE 	 NONE 	 NONE 	 NONE 	 e6 dexedrine   african american participants   diagnostic interview for genetic studies 	 Race 	 african american 	 C0085756 	 popg 	 dexedrine;diagnosis;genetic study 	 C0591355;C0011900;C2827447 	" orch,phsu;fndg;resa "	 participant 	 C0679646 	 popg	Demographics Patient;Medication Patient;Research Attributes
phv00165286.v2 	 phs000200.v8.p2 	 pht002246.v3 	 WHISP_Subject_Phenotypes 	 esp_angioplasty_baseline 	 BASELINE ANGIOPLASTY STATUS 	 ENCODED VALUE 	 NONE 	 NONE 	 NONE 	 baseline angioplasty status 	 NULL 	 NULL 	 NULL 	 NULL 	 angioplasty status 	 C1409987 	 fndg 	 study subject 	 C0681850 	 grup	
phv00077341.v3 	 phs000200.v8.p2 	 pht000985.v3 	 bmdwbody_rel1 	 WBDAYS 	 Whole body scan days from randomization/enrollment 	 integer 	 days 	-1342	4036	 whole body scan days from randomization/enrollment 	 NULL 	 NULL 	 NULL 	 NULL 	 whole body imaging;randomization;enrollment 	 C0203669;C0034656;C1516879 	 diap;resa;hlca 	 study subject 	 C0681850 	 grup	Research Attributes;Diagnostic Procedure
phv00014992.v1 	 phs000017.v3.p1 	 pht000057.v1 	 EA_DIGS3_Data 	 PALPITATIONS___WHAT 	" D15.b. Palpitations - What, (Participants with European ancestry). DIGS3 "	 NONE 	 NONE 	 NONE 	 NONE 	 d15  b  palpitations what   participants with european ancestry   digs3 	 Ethnicity 	 ethnic european 	 C0239307 	 popg 	 palpitations 	 C0030252 	 fndg 	 participant 	 C0679646 	 popg	Demographics Patient;Medical History
phv00118581.v2 	 phs000285.v2.p2 	 pht001761.v2 	 E1F08 	 E08HMNOW 	 CURRENTLY TAKING HORMONES EXCLUDING BCP? Q 44 	 encoded 	 NONE 	 NONE 	 NONE 	 currently taking hormones excluding birth control pill  q 44 	 NULL 	 NULL 	 NULL 	 NULL 	" contraceptives, oral;oral contraception "	 C0009905;C0029151 	 phsu;topp 	 study subject 	 C0681850 	 grup	Medication Patient;Therapeutic or Preventive Procedure
phv00020614.v1 	 phs000020.v2.p1 	 pht000070.v1 	 NESDA_NTR_MDD_GAIN_data 	 bai04 	 Beck Anxiety Inventory (BAI) anxiety item 4: Unable to relax 	 integer 	 NONE 	1	4	 beck anxiety inventory  beck anxiety inventory  anxiety item 4  unable to relax 	 NULL 	 NULL 	 NULL 	 NULL 	 unable 	 C1299582 	 fndg 	 study subject 	 C0681850 	 grup	
phv00102242.v1 	 phs000287.v2.p1 	 pht001475.v1 	 YR11 	 HYGIEN34 	 Hygiene/personal care 	 encoded 	 NONE 	 NONE 	 NONE 	 hygiene/personal candidate gene association resource 	 NULL 	 NULL 	 NULL 	 NULL 	 mental association;self care hygiene 	 C0004083;C0518462 	 menp;fndg 	 study subject 	 C0681850 	 grup	Mental or Emotional Finding;Self-care Status
phv00052298.v1 	 phs000017.v3.p1 	 pht000367.v1 	 GAIN_AA_DIGS4 	 V585 	" F38a Current episode, (African American participants). DIGS4 "	 NONE 	 NONE 	 NONE 	 NONE 	 f38 a current episode   african american participants   diagnostic interview for genetic studies 	 Race 	 african american 	 C0085756 	 popg 	 diagnosis;genetic study 	 C0011900;C2827447 	 fndg;resa 	 participant 	 C0679646 	 popg	Demographics Patient;Research Attributes
phv00010287.v3 	 phs000007.v18.p7 	 pht000036.v5 	 ex1_7s 	 G147 	 CHEST DISCOMFORT: RADIATION OF CHEST DISCOMFORT 	 NONE 	 NONE 	 NONE 	 NONE 	 chest discomfort  radiation of chest discomfort 	 NULL 	 NULL 	 NULL 	 NULL 	 chest discomfort;therapeutic radiology procedure;radiation ionizing radiotherapy;radiotherapy research 	 C0235710;C1522449;C1524020;C1524021 	 sosy;topp;topp;resa 	 study subject 	 C0681850 	 grup	Therapeutic or Preventive Procedure;Research Attributes;Medical History
phv00048887.v1 	 phs000086.v2.p1 	 pht000325.v1 	 EDIC_f0023 	 OBN1D 	" N1d. Infection, major surgery, minor outpatient surgery, endocrinological, or skin complication: mononucleosis, epididymitis "	 byte 	 NONE 	 NONE 	 NONE 	 n1 d  infection  major surgery  minor outpatient surgery  endocrinological  or skin complication  mononucleosis  epididymitis 	 NULL 	 NULL 	 NULL 	 NULL 	 n1 category;infection;major surgery;complication;infectious mononucleosis;epididymitis 	 C0441962;C0021311;C0679637;C0009566;C0021345;C0014534 	 fndg;dsyn;topp;patf;dsyn;dsyn 	 study subject 	 C0681850 	 grup	Therapeutic or Preventive Procedure;Medical History
phv00082445.v1 	 phs000219.v1.p1 	 pht001098.v1 	 d_prevtest_other_trans 	 OTH_M_N_SEQ_DATE 	" M, N SEQUENCE: Other - Test date "	 NONE 	 NONE 	 NONE 	 NONE 	 m  n sequence  other test date 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00096386.v1 	 phs000280.v1.p1 	 pht001369.v1 	 ARIC_CARE_RPAAV1C1 	 RPAA22 	" BREATH SHORT WHEN HURRY, HILL?    Q22 "	 encoded 	 NONE 	 NONE 	 NONE 	 breath short when hurry  hill  q22 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00096011.v1 	 phs000280.v1.p1 	 pht001363.v1 	 ARIC_CARE_RHXAV1C1 	 RHXA01 	 AGE WHEN MENSTRUATION BEGAN       Q1 	 integer 	 Years old 	0	59	 age when menstruation began q1 	 Age 	 age 	 C0001779 	 orga 	 menstruation 	 C0025344 	 orgf 	 study subject 	 C0681850 	 grup	Demographics Patient;Medical History
phv00161194.v1 	 phs000209.v10.p2 	 pht002195.v2 	 MESA_Exam1ECGContiWaveform 	 mnstv31 	" Minimum of STJ,STM, STE Amplitudes, Lead V3 (uV) "	 NUMERIC 	 uV 	 NONE 	 NONE 	 minimum of stj stm  st elevation amplitudes  lead v3 u v 	 NULL 	 NULL 	 NULL 	 NULL 	" microscopy, scanning tunneling;st segment elevation (finding);lead;plumbum metallicum, homeopathic preparation "	 C0079837;C0520886;C0023175;C1442948 	" lbpr;fndg;elii,hops;inch,phsu "	 study subject 	 C0681850 	 grup	Medication Patient;Lab Tests Patient;Substance Use History;Medical History
phv00034962.v1 	 phs000021.v3.p2 	 pht000289.v1 	 AA_GAIN_phenotype_cases 	 Delusions_Ever[I10940] 	" Delusions - ever (when psychotic and without other comorbid features present), followed by the raw repository SAS database field name in brackets for cross-reference to repository database [I10940] "	 integer 	 NONE 	 NONE 	 NONE 	 delusions ever  when psychotic and without other comorbid features present   followed by the raw repository sas database field name in brackets for cross reference to repository database  i10940 	 NULL 	 NULL 	 NULL 	 NULL 	 delusions;psychotic symptom present 	 C0011253;C0459435 	 mobd;fndg 	 study subject 	 C0681850 	 grup	Medical History
phv00064771.v2 	 phs000007.v18.p7 	 pht000607.v3 	 cmrplaq1_2006s 	 n3_4 	 THIRD LARGEST AORTIC PLAQUE NUMBER FOR SLICE 4 	 NONE 	 NONE 	 NONE 	 NONE 	 third largest aortic plaque number for slice 4 	 NULL 	 NULL 	 NULL 	 NULL 	 dental plaque;plaque (lesion);senile plaques 	 C0011389;C0332461;C0333463 	 dsyn;fndg;acab 	 study subject 	 C0681850 	 grup	Medical History
phv00111815.v3 	 phs000200.v8.p2 	 pht001517.v3 	 f60_item_rel1 	 LNCHBOL 	" Item #72: Other lunch meat (bologna/salami/spam), med serv/day "	 decimal 	 servings 	0	3	 item  number72  other lunch meat  bologna/salami/spam   med serv/day 	 NULL 	 NULL 	 NULL 	 NULL 	 others;meat;salami;meat flavor 	 C1955473;C0025017;C0452943;C2347088 	 fndg;food;food;food 	 study subject 	 C0681850 	 grup	Eating or Nutritional Finding
phv00072276.v2 	 phs000007.v18.p7 	 pht000747.v3 	 ex1_8s 	 H319 	 ECG: ANTERIOR 	 encoded 	 NONE 	 NONE 	 NONE 	 electrocardiogram  anterior 	 NULL 	 NULL 	 NULL 	 NULL 	 electrocardiogram;electrocardiography 	 C0013798;C1623258 	 fndg;diap 	 study subject 	 C0681850 	 grup	Diagnostic Procedure
